tract_split,Year,City,LACity,Community_Name,SPA,sd,cd,ca_ssd,us_cd,ca_sad,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totSafeParkSingAdult,totSafeParkFamHH,totSafeParkFamMem,totCars,totVans,totCampers,totTents,totEncamp,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totESPeople,totTHPeople,totSHPeople,totSheltPeople
139302,2024,Los Angeles city,1,Los Angeles city,2,3,3,27,32,46,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14
139303,2024,Los Angeles city,1,Los Angeles city,2,3,3,27,32,46,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139401,2024,Los Angeles city,1,Los Angeles city,2,3,3,27,32,46,18,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139402_q1,2024,Los Angeles city,1,Los Angeles city,2,3,3,27,32,46,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139402_q2,2024,Los Angeles city,1,Los Angeles city,2,3,3,27,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139502_x1,2024,Los Angeles city,1,Los Angeles city,2,3,3,27,32,46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139502_x2,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139504,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139505,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139506,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139600,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139701_q1,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139701_q2,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139703_x1,2024,Los Angeles city,1,Los Angeles city,2,3,3,27,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139703_x2,2024,Los Angeles city,1,Los Angeles city,2,3,3,27,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139703_x3,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139704,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139705,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139801,2024,Los Angeles city,1,Los Angeles city,2,3,3,27,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139802_q1,2024,Los Angeles city,1,Los Angeles city,2,3,3,27,32,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139802_q2,2024,Los Angeles city,1,Los Angeles city,2,3,3,27,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141101,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141102,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141201,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,1,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141202,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141303,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141304,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141305,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141306,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141400,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141500_x1,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141500_x2,2024,Los Angeles city,1,Los Angeles city,2,3,5,27,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141600,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141700,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143101,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143102_q1,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143102_q2,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,29,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143200_q1,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,29,44,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143200_q2,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,29,44,3,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143200_q3,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,32,44,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143301,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,29,44,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143302_x1,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143302_x2,2024,Los Angeles city,1,Los Angeles city,2,5,4,27,32,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143401_q1,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143401_q2,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143402_x1,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143402_x2,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143402_x3,2024,Los Angeles city,1,Los Angeles city,2,5,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143500_q1,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143500_q2,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143602_x1,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143602_x2,2024,Los Angeles city,1,Los Angeles city,2,5,4,27,32,44,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143603,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,32,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143605_x1,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,32,44,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143605_x2,2024,Los Angeles city,1,Los Angeles city,2,5,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143605_x3,2024,Los Angeles city,1,Los Angeles city,2,5,2,27,32,44,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143606,2024,Los Angeles city,1,Los Angeles city,2,5,4,27,32,44,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143700_q1,2024,Los Angeles city,1,Los Angeles city,2,5,4,24,30,51,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143700_q2,2024,Los Angeles city,1,Los Angeles city,2,5,4,24,32,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143700_q3,2024,Los Angeles city,1,Los Angeles city,2,5,4,24,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143801,2024,Los Angeles city,1,Los Angeles city,2,5,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143802_q1,2024,Los Angeles city,1,Los Angeles city,2,5,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143802_q2,2024,Los Angeles city,1,Los Angeles city,2,5,4,27,32,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143901,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143902_q1,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143902_q2,2024,Los Angeles city,1,Los Angeles city,2,3,4,27,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181000,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,4,0,0,0,0,0,10,4,6,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40
181300,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181400,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181500_q1,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181500_q2,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181600_q1,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181600_q2,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181600_q3,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183101_r1,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183101_r2,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183103_q1,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183103_q2,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,2,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183104,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183220,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183221_q1,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183221_q2,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183222_q1,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183222_q2,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183300_x1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183300_x2,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183401_x1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183401_x2,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183401_x3,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183402_x1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183402_x2,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183402_x3,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183402_x4,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183510,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183520,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20
183610_x1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183610_x2,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183620,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,3,0,0,0,0,0,3,9,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183701_x1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,1,0,0,0,0,0,0,2,1,0,2,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,116
183701_x2,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,1,0,0,0,0,0,0,1,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183702,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,2,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183810,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183820,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185101_q1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185101_q2,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,2,0,0,0,0,0,3,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185102_q1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185102_q2,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185202_q1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185202_q2,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185203,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185204_q1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185204_q2,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185204_q3,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185310,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185320,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,9,0,0,0,0,0,10,3,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186100_x1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186100_x2,2024,Los Angeles city,1,Los Angeles city,4,1,13,26,34,52,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186100_x3,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186201_x1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186201_x2,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186201_x3,2024,Los Angeles city,1,Los Angeles city,4,1,14,26,34,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186202,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186203_q1,2024,Los Angeles city,1,Los Angeles city,4,1,1,26,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
